Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
"Bechtel,Rudy:ADVT-3304-001-STRATEGIC COMMUNICATION I"	Mean	2.7143	3.1429	3.8571	3.3077	3.8571	3.5833
	N	14	14	14	13	14	12
"Bechtel,Rudy:ADVT-3304-002-STRATEGIC COMMUNICATION I"	Mean	3.4	3.875	4.1875	4	3.9375	4.7857
	N	15	16	16	16	16	14
"Bechtel,Rudy:ADVT-4301-001-ADVERTISING / IMC CAMPAIGNS"	Mean	4	3.9167	4.0833	3.6667	4.3333	4.5455
	N	12	12	12	12	12	11
"Beck,Don:ART-1306-001-THREE-DIMENSIONAL DESIGN"	Mean	4.7692	4.6923	4.6923	4.8462	4.6923	4.8462
	N	13	13	13	13	13	13
"Beck,Kristen:MATH-1302-008-COLLEGE ALGEBRA"	Mean	4.4815	4.2222	4.2222	4.5185	4.5185	4.4815
	N	27	27	27	27	27	27
"Beck,Kristen:MATH-1302-009-COLLEGE ALGEBRA"	Mean	4.6176	4.0588	4.2059	4.6061	4.4706	4.1471
	N	34	34	34	33	34	34
"Beck,Patricia:ART-3322-001-TEACHING ART"	Mean	4.5455	4.7273	4.7273	4.7	4.8182	4.6364
	N	11	11	11	10	11	11
"Beck,Patricia:ART-3323-001-EXPLORATION IN 2D STUDIO"	Mean	4.6667	4.8889	5	4.8889	5	4.8889
	N	9	9	9	9	9	9
"Becker,Eric:CSE-1310-003-INTRO COMPUTERS & PROGRAMMING"	Mean	4.6296	4.6296	4.4815	4.7692	4.4074	4.6667
	N	27	27	27	26	27	27
"Becker,Eric:CSE-1310-004-INTRO COMPUTERS & PROGRAMMING"	Mean	4.7778	4.5926	4.6538	4.8889	4.8148	4.6667
	N	27	27	26	27	27	27
"Becker,Eric:CSE-1310-005-INTRO COMPUTERS & PROGRAMMING"	Mean	4.4444	4.5	4.5	5	4.6	4.8
	N	9	10	10	10	10	10
"Beckman,Trudi:ENGL-1301-001-EXPOS WRITING"	Mean	4.6875	4.375	4.625	4.5625	4.75	4.625
	N	16	16	16	16	16	16
"Been,Joshua:GEOL-4331-001-ANALYSIS OF SPATIAL DATA"	Mean	4.6	4.6	4.6	4.7	4.8	4.9
	N	10	10	10	10	10	10
"Been,Joshua:GEOL-5321-001-ANALYSIS OF SPATIAL DATA"	Mean	4	4.125	4.25	4	3.875	4.125
	N	8	8	8	8	8	8
"Behan,Deborah:NURS-3321-001-NURSING RESEARCH"	Mean	3.1563	2.75	3.9375	3.875	4.3438	3.1875
	N	32	32	32	32	32	32
"Behan,Deborah:NURS-3321-072-NURSING RESEARCH"	Mean	2.5714	2.4286	4	3.3333	3.8571	2.8571
	N	7	7	7	6	7	7
"Behan,Deborah:NURS-3321-600-NURSING RESEARCH"	Mean	2.92	2.76	3.5417	3.5652	3.875	3.5833
	N	25	25	24	23	24	24
"Behan,Deborah:NURS-3337-007-INDEPENDENT STUDY"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Behan,Deborah:NURS-4325-072-RN-BSN NURSING RESEARCH"	Mean	2.8333	2.1667	2.6667	3.1667	3.3333	2.3333
	N	6	6	6	6	6	6
"Behan,Deborah:NURS-4325-201-RN-BSN NURSING RESEARCH"	Mean	4	4.0833	4.4167	4.25	4.3333	3.9167
	N	12	12	12	12	12	12
"Behan,Deborah:NURS-4325-501-RN-BSN NURSING RESEARCH (2108-86415)"	Mean	3.5	3.6667	3.8333	3.8333	3.4167	3.5833
	N	12	12	12	12	12	12
"Bell,Bradley:ARCH-4343-001-DESIGN, MATLS & FABRICATION"	Mean	4.2857	4.1429	4.5714	4.4286	4.2857	4.7143
	N	7	7	7	7	7	7
"Bell,Bradley:ARCH-5395-003-TOPICS IN ARCHITECTURE"	Mean	4.6667	4.6667	5	5	4.8333	5
	N	6	6	6	6	6	6
"Bell,Myrtle:MANA-4326-001-DIVERSITY IN ORGANIZATIONS"	Mean	4.5667	4.6129	4.6452	4.7419	4.5806	4.4516
	N	30	31	31	31	31	31
"Bell,Myrtle:MANA-5332-001-DIVERSITY IN ORGANIZATIONS"	Mean	4.2903	4.3226	4.3871	4.2667	4.4	4.5
	N	31	31	31	30	30	30
"Belli,Melia:ART-1317-001-NONWESTERN ART"	Mean	4.3939	4.0909	4.303	4.697	4.697	4.5938
	N	33	33	33	33	33	32
"Belli,Melia:ART-4396-003-SPEC STUDY ART HISTORY"	Mean	4.619	4.6	4.8	4.9524	4.7143	4.9048
	N	21	20	20	21	21	21
"Benero,Paul:ART-1301-001-ART APPRECIATION"	Mean	4.2353	4.2	4.2588	4.4471	4.0824	4.4524
	N	85	85	85	85	85	84
"Benson,George:MANA-5329-001-ORGANIZATIONAL RESEARCH"	Mean	4.2857	4	4.1429	4.5714	4.5714	4.5714
	N	7	6	7	7	7	7
"Benson,George:MANA-5341-001-STAFFING & PERFORMANCE MNGMNT"	Mean	4.4545	4.4091	4.6818	4.6818	4.5	4.5455
	N	22	22	22	22	22	22
"Berger,Aimee:ENGL-2319-700-BRITISH LIT"	Mean	3.75	3.75	3.5	4	3.5	3.75
	N	4	4	4	4	4	4
"Bernard,David:BIOL-3346-001-HUMAN ANATOMY"	Mean	4.2308	3.8846	4.4231	4.5	4.52	3.7692
	N	26	26	26	26	25	26
"Bernard,David:BIOL-3442-001-PRINCIPLES ANIMAL PHYSIOLOGY"	Mean	4.04	3.88	4.12	4.48	4.4	3.8
	N	25	25	25	25	25	25
"Berning,Andrew:EDAD-5302-001-EDUC TECHNOLOGY PLANNING"	Mean	4.3846	4.6923	4.6923	4.7692	4.9231	4.6923
	N	13	13	13	13	13	13
"Bertram,Nancy:NURS-3632-003-CLINICAL NURSING FOUNDATIONS"	Mean	3.8	4	4.2	3.8	3.8	3.8
	N	5	5	5	5	5	5
"Bertram,Nancy:NURS-3632-004-CLINICAL NURSING FOUNDATIONS"	Mean	5	5	5	5	4.6667	5
	N	3	3	3	3	3	3
"Betran,Esther:BIOL-5312-001-ADVANCED GENETICS"	Mean	4.125	4.25	4.625	4.875	4.875	4.625
	N	8	8	8	8	8	8
"Bing,Robert:CRCJ-3380-002-RACE, CRIME, AND JUSTICE"	Mean	4.5238	4.4286	4.4286	4.4286	4.1429	4.55
	N	21	21	21	21	21	20
"Bing,Robert:CRCJ-5381-001-CRIME & PUBLIC POLICY"	Mean	4.3	4.3	4.4	4.4	4.2	4.1
	N	10	10	10	10	10	10
"Bishop,Linda:COMS-1301-003-FUNDAMENTALS OF SPEECH"	Mean	3.8889	3.8889	3.9444	3.8333	4.1111	3.3889
	N	18	18	18	18	18	18
"Bishop,Linda:COMS-3302-007-PROF & TECH COMM"	Mean	2.6316	2.6316	3	3.0526	3.3889	2.5789
	N	19	19	19	19	18	19
"Bishop,Linda:COMS-3302-011-PROF & TECH COMM"	Mean	3.3333	2.875	3.3333	3.6087	3.6087	2.6667
	N	24	24	24	23	23	24
"Bishop,Linda:COMS-3302-012-PROF & TECH COMM"	Mean	4.0952	3.8095	4.1905	4.3333	4.2857	3.8571
	N	21	21	21	21	21	21
"Bishop,Linda:COMS-3302-016-PROF & TECH COMM"	Mean	3.5909	3.4545	3.6364	3.4545	3.8182	2.9524
	N	22	22	22	22	22	21
"Bitenc,Sandra:ACCT-2302-001-PRINCIPLES OF ACCOUNTING II"	Mean	4.1852	4.0741	4.1111	4.2593	4.3077	4.2308
	N	27	27	27	27	26	26
"Bitenc,Sandra:ACCT-2302-002-PRINCIPLES OF ACCOUNTING II"	Mean	4.619	4.3333	4.4286	4.5714	4.4762	4.4762
	N	21	21	21	21	21	21
"Bitenc,Sandra:ACCT-2302-003-PRINCIPLES OF ACCOUNTING II"	Mean	4.4828	4.2759	4.3571	4.5	4.4286	4.3103
	N	29	29	28	28	28	29
"Bittle,Mary:NURS-4462-010-COMMUNITY HEALTH NURSING"	Mean	4.5	4.5	4.5	4.5	4.5	4.5
	N	2	2	2	2	2	2
"Black,Beverly:SOCW-6305-002-INTEGRATIVE SEMINAR"	Mean	3.5	4	3.5	3	2.5	2.5
	N	2	2	2	2	2	2
"Black,Bryan:PHYS-1441-011-GENERAL COLLEGE PHYSICS I"	Mean	4.9167	4.9167	4.6667	5	4.625	4.9583
	N	24	24	24	24	24	24
"Black,Bryan:PHYS-1441-020-GENERAL COLLEGE PHYSICS I"	Mean	4.8462	4.6923	4.6923	4.75	4.3846	4.6923
	N	13	13	13	12	13	13
"Black,Bryan:PHYS-1443-007-GENERAL TECHNICAL PHYSICS I"	Mean	4.8276	4.7931	4.8276	4.8571	4.2414	4.9286
	N	29	29	29	28	29	28
"Blackburn,Donald:ECON-3303-006-MONEY & BANKING"	Mean	4.625	4.2917	4.2708	4.7292	4.4167	4.6087
	N	48	48	48	48	48	46
"Blaisdell,Teriann:ENGL-3373-004-TECH WRITING"	Mean	4.6316	4.3684	4.2632	5	4.6667	4.5556
	N	19	19	19	19	18	18
"Blaisdell,Teriann:ENGL-3373-009-TECH WRITING"	Mean	3.8	3.6667	4.0667	4.1333	4.1333	3.8571
	N	15	15	15	15	15	14
"Bland,Ronald:EDTC-5301-001-CUR APP OF TECH IN EDUC"	Mean	4.3	4.3	4.4	4.2	4.4	4.4
	N	10	10	10	10	10	10
"Blood,David:ART-4351-001-COMMERCIAL FILM/VIDEO"	Mean	4.6	4.6	4.7	4.5556	4.5556	4.5556
	N	10	10	10	9	9	9
"Blount,April:COMS-1301-016-FUNDAMENTALS OF SPEECH"	Mean	4.5455	4.3182	4.3182	4.5455	4.5909	4.6364
	N	22	22	22	22	22	22
"Boardman,Bonnie:IE-1104-002-INTRODUCTION TO ENGINEERING"	Mean	4.5	4.25	3.75	3.5	3.75	3.75
	N	4	4	4	4	4	4
"Boardman,Bonnie:IE-1104-003-INTRODUCTION TO ENGINEERING"	Mean	4.8	4.4	4.4	4.5	4.6	4.4
	N	5	5	5	4	5	5
"Boardman,Bonnie:IE-3343-001-METRICS AND MEASUREMENT"	Mean	4.5484	4.3226	4.5161	4.4839	4.4194	4.5161
	N	31	31	31	31	31	31
"Boardman,Bonnie:IE-4303-001-PROD & INVENTORY CONTROL"	Mean	4.4545	4.2273	4.3636	4.6364	4.5	4.4091
	N	22	22	22	22	22	22
"Boardman,Bonnie:IE-5329-001-PRODUCTION & INV CONTRL SYS"	Mean	4	3.9412	3.9412	4.2941	4.0625	4
	N	17	17	17	17	16	17
"Boardman,Bonnie:IE-5329-002-PRODUCTION & INV CONTRL SYS"	Mean	3.6667	3.6667	3.6667	3.6667	3.6667	3.6667
	N	3	3	3	3	3	3
"Boles,Rebecca:INTD-4368-001-INTERIOR DESIGN & DETAILING"	Mean	3.8889	3.7778	3.8889	4.125	4.5556	4.1111
	N	9	9	9	8	9	9
"Boles,Rebecca:INTD-4393-001-INTERIOR DESIGN INTERNSHIP"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Bolsterli,Eric:COLA-1100-001-INRO LIB ARTS"	Mean	3.3636	3.1818	3.4091	2.9091	4.1429	2.9091
	N	22	22	22	22	21	22
"Bond,Mary:NURS-6999-001-DISSERTATION"	Mean	4	4	4	4	5	4
	N	1	1	1	1	1	1
"Bond,Philip:INSY-2303-004-INTRO TO MIS/DATA PROCESSING"	Mean	4.3333	3.7778	4.1111	4.4444	4.3333	4.0556
	N	18	18	18	18	18	18
"Bond,Philip:INSY-2303-005-INTRO TO MIS/DATA PROCESSING"	Mean	4.3448	4	4.4483	4.5172	4.3929	4.3793
	N	29	29	29	29	28	29
"Boswell,Bill:ARCH-2552-001-BASIC DESIGN AND DRAWING II"	Mean	3.8333	3.3333	4	4.1667	3	3.1667
	N	6	6	6	6	6	6
"Boswell,Bill:ARCH-3554-001-DESIGN STUDIO: ARCHITECTURE II"	Mean	3.625	4.375	4.375	4.75	3.75	4.125
	N	8	8	8	8	8	8
"Bowling,Alan:MAE-3304-001-ASTRONAUTICS I"	Mean	2.9744	2.575	3.7949	2.7436	3.4	2.35
	N	39	40	39	39	40	40
"Bowling,Alan:MAE-4345-001-INTRODUCTION TO ROBOTICS"	Mean	4.4286	4.4286	4.5	4.5714	4.5714	4.5
	N	14	14	14	14	14	14
"Boyd,Jeanean:NURS-3645-501-RN-BSN PROFESSIONAL NURSING"	Mean	4.5394	4.5092	4.5	4.5366	4.3476	4.4479
	N	165	163	164	164	164	163
"Boyd,Jeanean:NURS-3645-502-RN-BSN PROFESSIONAL NURSING"	Mean	4.5699	4.5532	4.5426	4.6277	4.383	4.5213
	N	93	94	94	94	94	94
"Boyd,Jeanean:NURS-3645-503-RN-BSN PROFESSIONAL NURSING"	Mean	4.5588	4.4706	4.5588	4.5147	4.1618	4.4478
	N	68	68	68	68	68	67
"Brackett,Benjamin:EXSA-1249-007-SCUBA DIVING"	Mean	4.4286	4.4286	4.6154	4.6154	4.3846	4.6429
	N	14	14	13	13	13	14
"Bredow,Jonathan:EE-1104-001-INTRODUCTION TO ENGINEERING"	Mean	4.1875	4	3.6875	3.9333	4.0625	4.125
	N	16	16	16	15	16	16
"Bredow,Jonathan:EE-1104-002-INTRODUCTION TO ENGINEERING"	Mean	4.2273	4.0455	3.9545	4.2727	3.9048	4.0909
	N	22	22	22	22	21	22
"Bredow,Jonathan:EE-1104-003-INTRODUCTION TO ENGINEERING"	Mean	4.0833	4	3.7917	4.0833	3.8261	4.0417
	N	24	24	24	24	23	24
"Breuer,Kimberly:HIST-1312-007-HISTORY OF U.S."	Mean	4.1569	4.0392	4	4.4314	4.451	4.1961
	N	51	51	50	51	51	51
"Breuer,Kimberly:HIST-1312-009-HISTORY OF U.S."	Mean	3.5758	3.4118	3.8824	3.6765	3.8824	3.4242
	N	33	34	34	34	34	33
"Breuer,Kimberly:HIST-1312-701-HISTORY OF U.S."	Mean	4.2857	4.4286	4.1429	4.1429	4.4286	3.7143
	N	7	7	7	7	7	7
"Breuer,Kimberly:HIST-2302-001-HIST OF CIVILIZATION"	Mean	4.5417	4.625	4.625	4.6667	4.625	4.6522
	N	24	24	24	24	24	23
"Brewster,Billy:ACCT-2301-001-PRINCIPLES OF ACCOUNTING I"	Mean	4.5556	4.1111	4.0833	4.4167	4.4722	4.2857
	N	36	36	36	36	36	35
"Brewster,Billy:ACCT-2301-002-PRINCIPLES OF ACCOUNTING I"	Mean	4.0556	3.7222	3.8889	4.1111	4.2778	3.6875
	N	18	18	18	18	18	16
"Brezeale,Darin:CSE-1310-001-INTRO COMPUTERS & PROGRAMMING"	Mean	4.6	4.4	4.5263	4.6	4.7895	4.7
	N	20	20	19	20	19	20
"Brezeale,Darin:CSE-1310-002-INTRO COMPUTERS & PROGRAMMING"	Mean	4.6842	4.5	4.55	4.65	4.6316	4.6316
	N	19	20	20	20	19	19
"Briggs,Elten:MARK-3321-007-PRINCIPLES OF MARKETING"	Mean	4	3.8514	3.8904	4.2162	4.1781	3.7808
	N	74	74	73	74	73	73
"Briggs,Elten:MARK-5330-001-SERV MARK MANA"	Mean	2.875	3.125	3.75	4.1875	4.6875	2.875
	N	16	16	16	16	16	16
"Brittain,Michael:ENGL-1301-051-EXPOS WRITING"	Mean	4.4667	4.3333	4.3333	4.5333	4.1333	4.4286
	N	15	15	15	15	15	14
"Brittain,Michael:ENGL-1301-057-EXPOS WRITING"	Mean	4.7059	4.5882	4.6471	4.5882	4.7647	4.6471
	N	17	17	17	17	17	17
"Broadway,Camille:JOUR-4325-001-SPECIALIZED REPORTING"	Mean	4.5882	4.5294	4.7647	4.8824	4.625	4.4706
	N	17	17	17	17	16	17
"Broadway,Camille:JOUR-4327-001-OPINION & PERSUASIVE WRITING (2108-81949)"	Mean	4.7692	4.7143	4.7692	4.7692	4.6923	4.7857
	N	13	14	13	13	13	14
"Brown,Amber:ECED-4317-003-GROWTH, DEVEL & LRNG THEORY"	Mean	4.1277	4.1064	4.2128	4.4043	4.234	4.0638
	N	47	47	47	47	47	47
"Brown,Amber:ECED-5317-001-EC-6 DEVELOPMENT/LEARN THEORY"	Mean	4.1786	4.1786	4.3214	4.5357	4.6296	4.4286
	N	28	28	28	28	27	28
"Brown,Amber:EDUC-5395-005-DESIGNING CLASSROOM RESEARCH"	Mean	4	4	4	4	4	4
	N	2	2	2	2	2	2
"Brown,Cleo:MATH-2425-001-CALCULUS II"	Mean	4.3571	3.4286	4	3.7143	4.2143	3.5714
	N	14	14	14	14	14	14
"Brown,Randall:BSTAT-3321-008-BUSINESS STATISTICS I"	Mean	4.3182	3.7727	4.4091	4.2273	4.2273	4.2273
	N	22	22	22	22	22	22
"Brown,Tara:ECON-2306-001-PRIN MICRO ECO"	Mean	4.2903	3.9677	4.4194	4.3871	4.6129	4.1613
	N	31	31	31	31	31	31
"Brown,Tara:ECON-2306-002-PRIN MICRO ECO"	Mean	4.4375	4.4848	4.303	4.4545	4.4063	4.4848
	N	32	33	33	33	32	33
"Brown,Tara:ECON-2306-003-PRIN MICRO ECO"	Mean	4.5135	4.5556	4.3429	4.6667	4.4722	4.5278
	N	37	36	35	36	36	36
"Brown,Terra:ACCT-3309-001-ACCOUNTING FOR MANAGERS"	Mean	4.6923	4.5385	4.4359	4.7949	4.5897	4.6579
	N	39	39	39	39	39	38
"Brown,Terra:ACCT-3309-002-ACCOUNTING FOR MANAGERS"	Mean	4.6667	4.4898	4.34	4.66	4.54	4.52
	N	48	49	50	50	50	50
"Brown,Terra:ACCT-3309-003-ACCOUNTING FOR MANAGERS"	Mean	4.2857	4.1071	4.1429	4.4643	4.4286	4.3704
	N	28	28	28	28	28	27
"Brunskill,Shannon:ART-3340-001-KILN FORMED GLASS (2108-80050)"	Mean	3.7273	3.3636	3.8	3.5	4.2	3.5455
	N	11	11	10	10	10	11
"Brunskill,Shannon:ART-3342-002-GLASSBLOWING"	Mean	2.8462	2.8333	3.6923	2.6923	3.4615	2.0769
	N	13	12	13	13	13	13
"Buckwalter,John:KINE-3315-002-PHYSIOLOGY OF EXERCISE"	Mean	4.6389	4.5556	4.6111	4.8	4.8	4.7353
	N	36	36	36	35	35	34
"Bui,Brian:PHYS-1401-002-PHYS FOR NON-SPECIALISTS I"	Mean	4.7692	4.7692	4.7692	4.9231	4.4615	4.8571
	N	13	13	13	13	13	14
"Bui,Brian:PHYS-1401-003-PHYS FOR NON-SPECIALISTS I"	Mean	4.2727	4.2727	4.3636	4.5455	4	4.3636
	N	11	11	11	11	11	11
"Bui,Brian:PHYS-1401-004-PHYS FOR NON-SPECIALISTS I"	Mean	4.2143	4.0714	3.8571	4	3.6429	4
	N	14	14	14	14	14	14
"Bullock,Daniel:PHYS-1444-005-GENERAL TECHNICAL PHYSICS II"	Mean	4.7576	4.5758	4.3636	4.7576	4.4242	4.6875
	N	33	33	33	33	33	32
"Bullock,Daniel:PHYS-1444-008-GENERAL TECHNICAL PHYSICS II"	Mean	4.8636	4.8636	4.8182	4.8636	4.5455	4.8182
	N	22	22	22	22	22	22
"Burke,Leeann:EDUC-5309-005-ADV INSTRUCTIONAL STRATEGIES"	Mean	4.3846	4.359	4.3205	4.359	4.2468	4.2338
	N	78	78	78	78	77	77
"Burke,Leeann:EDUC-5309-007-ADV INSTRUCTIONAL STRATEGIES"	Mean	3.7143	4.0714	4.8571	4.2857	4.5385	4.3571
	N	14	14	14	14	13	14
"Butler,Donald:EE-2307-001-ELECTROMAGNETICS I"	Mean	4.4444	4.3333	4.2222	4.6111	4.2778	4.3889
	N	18	18	18	18	18	18
"Butler,Donald:EE-5381-001-FNDTNS IN SEMICONDUCTORS"	Mean	4.2857	4.1429	4.4286	4.8571	4.7143	4.5714
	N	7	7	7	7	7	7
"Butler,Donald:EE-5381-002-FNDTNS IN SEMICONDUCTORS"	Mean	4	4	4.5	4.5	4.5	3
	N	2	2	2	2	2	2
"Butler,Donald:EE-5381-003-FNDTNS IN SEMICONDUCTORS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Butler,Randall:CRCJ-3380-004-RACE, CRIME, AND JUSTICE"	Mean	4.3529	4.2353	4.2941	4.3529	4.3529	4.4706
	N	17	17	17	17	17	17
"Butler,Randall:CRCJ-4333-002-INSTIT CORRECT"	Mean	3.1	3.1	3	2.95	3.3	3
	N	20	20	20	20	20	20
"Butler,Randall:CRCJ-5318-001-CRJU PERS ADMIN"	Mean	4.2667	4.3333	4.2857	4.4667	4.2667	4.3333
	N	15	15	14	15	15	15
"Butler,Yvonne:SOCW-3306-004-SW PRACTIC III"	Mean	3.375	4.125	4.125	4.375	3.25	3.125
	N	8	8	8	8	8	8
"Butts,Marcus:MANA-3318-002-MANA ORG BEHAV"	Mean	4.75	4.6	4.6923	4.9216	4.6538	4.8039
	N	52	50	52	51	52	51
"Butts,Marcus:MANA-3318-010-MANA ORG BEHAV"	Mean	4.551	4.551	4.5918	4.7708	4.5306	4.6667
	N	49	49	49	48	49	48
"Cagle,Carol:OPMA-3306-007-OPERATIONS MANAGEMENT"	Mean	4.0588	3.9706	4.2941	4.3824	4.5294	3.8529
	N	34	34	34	34	34	34
"Callaghan,Michael:ANTH-1306-001-INTRO TO ANTHROPOLOGY"	Mean	4.6989	4.663	4.413	4.7634	4.4839	4.7717
	N	93	92	92	93	93	92
"Callaghan,Michael:ANTH-2322-001-GLOBAL CULTURE"	Mean	4.7826	4.8261	4.7391	4.8889	4.7391	4.8696
	N	46	46	46	45	46	46
"Campbell,Darlene:MATH-0302-001-FUNDAMENTALS OF ALGEBRA"	Mean	3.875	3.625	3.5625	3.625	3.6875	3.5
	N	16	16	16	16	16	16
"Campbell,Darlene:MATH-1302-001-COLLEGE ALGEBRA"	Mean	3.1818	2.9091	2.9091	3.0909	3	2.7727
	N	22	22	22	22	22	22
"Campbell,Darlene:MATH-1303-004-TRIGONOMETRY"	Mean	4.2333	3.9333	4.0323	4.6452	4	4.1333
	N	30	30	31	31	31	30
"Campbell,Darlene:MATH-1303-005-TRIGONOMETRY"	Mean	4.5161	4.3226	4.2903	4.6333	4.4516	4.5161
	N	31	31	31	30	31	31
"Campbell,Darlene:MATH-1322-004-PRECALCULUS I"	Mean	4.3191	4.3404	4.0435	4.5745	4.1915	4.2553
	N	47	47	46	47	47	47
"Campbell,Darlene:MATH-1322-005-PRECALCULUS I"	Mean	4.1429	4.0909	4.2273	4.5909	4.4091	4.1818
	N	21	22	22	22	22	22
"Campbell,Geoffrey:ADVT-3306-001-STRATEGIC COMMUNICATION II"	Mean	4.8	4.9	5	4.9	5	5
	N	10	10	10	10	10	10
"Campbell,Geoffrey:ADVT-3306-002-STRATEGIC COMMUNICATION II"	Mean	4.8947	4.8421	4.9474	4.8947	4.9474	4.9444
	N	19	19	19	19	19	18
"Campbell,Geoffrey:JOUR-2346-001-REPORTING"	Mean	4.5	4.5	4.5	4.4	4.5	4.7
	N	10	10	10	10	10	10
"Cannon,Alan:OPMA-3310-001-PROJECT MANAGEMENT"	Mean	3.5	3.8333	4	3.75	4.1667	3.6364
	N	12	12	12	12	12	11
"Cannon,Alan:OPMA-5361-001-OPERATIONS MANAGEMENT"	Mean	3.875	3.75	4.0417	4.25	3.8542	3.8125
	N	48	48	48	48	48	48
"Cappallo,Kristin:CRCJ-4301-002-JUDICIAL SYS"	Mean	4.5667	4.5	4.5333	4.5667	4.5333	4.5333
	N	30	30	30	30	30	30
"Cardona,Mylynka:HIST-1311-702-HISTORY OF U.S."	Mean	4.0476	4.0952	4.381	4.2857	4.2381	3.8095
	N	21	21	21	21	21	21
"Carlson,Susan:NURS-5305-008-ADULT MGMT ADV NURS PRAC I"	Mean	5	4	5	4	5	5
	N	1	1	1	1	1	1
"Carlson,Susan:NURS-5331-012-ADV CLINICAL NURSING PRACTICUM"	Mean	5	5	5	4	4	4
	N	1	1	1	1	1	1
"Carlson,Susan:NURS-5418-001-ADVANCED HEALTH ASSESSMENT"	Mean	3.5	4.1304	4.1739	4.0435	4.2174	4.1304
	N	22	23	23	23	23	23
"Carlson,Susan:NURS-5418-002-ADVANCED HEALTH ASSESSMENT"	Mean	3.6667	4	4.3333	4	4	4.3333
	N	3	3	3	3	3	3
"Carlson,Susan:NURS-5631-012-ADV CLINICAL NURSING PRACTICUM"	Mean	3	2.3333	4.3333	2.3333	3.3333	2.3333
	N	3	3	3	3	3	3
"Carpenter,Karel:CRCJ-2334-003-INTRO CRJU SYS"	Mean	4.6383	4.5435	4.5556	4.7826	4.617	4.8936
	N	47	46	45	46	47	47
"Carpenter,Karel:CRCJ-3337-001-ADV CRIM PROC"	Mean	4.7647	4.7451	4.7647	4.7255	4.7059	4.8077
	N	51	51	51	51	51	52
"Carpenter,Karel:CRCJ-4301-001-JUDICIAL SYS"	Mean	4.88	4.8462	4.8846	4.9615	4.8462	4.9565
	N	25	26	26	26	26	23
"Carter,Owen:JOUR-1345-006-WRITING FOR MASS MEDIA"	Mean	4	3.9286	4.2143	4.2857	3.6923	4.1429
	N	14	14	14	14	13	14
"Carter,Owen:JOUR-1345-007-WRITING FOR MASS MEDIA"	Mean	4.5556	4.5556	4.4444	4.625	4.75	4.75
	N	9	9	9	8	8	8
"Carter,Ronald:EE-5340-001-SEMICONDUCTOR DEVICE THEORY"	Mean	4.5	4.5	4.5	4.7	4.7	4.7
	N	10	10	10	10	10	10
"Casey,Colleen:URPA-5320-001-PUBLIC ORGANIZATION THEORY"	Mean	3.0667	3.1333	4.1333	3.2667	3.4667	2.8
	N	15	15	15	15	15	15
"Casey,Patricia:EDAD-5382-001-FOUNDATIONS OF EDUCATIONAL ADMINISTRATION"	Mean	4.087	4.2609	4.4783	4.5217	4.3043	4.4348
	N	23	23	23	23	23	23
"Cason,Carolyn:NURS-6308-002-RESEARCH SEMINAR"	Mean	4.6667	4.6667	5	5	5	5
	N	6	6	6	6	6	6
"Casper,Wendy:BSAD-6314-001-MULTIVARIATE STATISTICS"	Mean	4.7778	4.7778	4.8889	5	5	4.8889
	N	9	9	9	9	9	9
"Casper,Wendy:MANA-5312-002-MANAGEMENT"	Mean	3.1111	3.5682	4.3556	3.7556	3.7556	3.2222
	N	45	44	45	45	45	45
"Cavallo,Ann:EDAD-6399-001-DISSERTATION"	Mean	4	4	4	4	4	4
	N	1	1	1	1	1	1
"Cavallo,Ann:EDUC-5390-007-SELECTED TOPICS IN EDUCATION"	Mean	4.8571	4.8571	5	5	4.8333	5
	N	7	7	7	7	6	7
"Cavallo,Ann:EDUC-5397-005-IMPLMNT/DISEMINAT CLSRM RSRCH"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Cavallo,Ann:EDUC-5397-007-IMPLMNT/DISEMINAT CLSRM RSRCH"	Mean	4	4.6667	4.6667	4.3333	4.6667	4.3333
	N	3	3	3	3	3	3
"Cavallo,Ann:SCIE-5302-001-Capstone Science Seminar"	Mean	4.2857	4.2857	4.8571	4.7143	4.8571	5
	N	7	7	7	7	7	7
"Cawthon,Elisabeth:HIST-2314-001-HISTORY OF ENGLAND"	Mean	4.5	4.5	4.3571	4.8571	4.6429	4.5714
	N	14	14	14	14	14	14
"Cawthon,Elisabeth:HIST-3320-001-US CIVIL LIBS"	Mean	4.6923	4.4359	4.5385	4.6667	4.6923	4.7436
	N	39	39	39	39	39	39
"Cazzell,Mary:NURS-4431-001-NURS CHILDREN & ADOLESCENTS"	Mean	4.4348	4.4783	4.3913	4.5652	4.5217	4.4783
	N	23	23	23	23	23	23
"Cazzell,Mary:NURS-4431-002-NURS CHILDREN & ADOLESCENTS"	Mean	4.75	4.625	4.75	4.8125	4.8125	4.6875
	N	16	16	16	16	16	16
"Cazzell,Mary:NURS-5380-037-INDEPENDENT STUDY IN RESEARCH"	Mean	5	3	5	3	5	5
	N	1	1	1	1	1	1
