Prof_Course		The instructor provided clearly defined expectations.	The instructor used teaching methods that facilitated my learning.	"The instructor encouraged me to take a role in my own learning, to ask questions, and to participate."	The instructor was well prepared to teach.	The instructor was available outside of class either electronically or in person.	The instructor is one whom I would recommend to other students.
	N	37	37	37	37	37	37
"Elliott,A:SPAN-3314-001-ADVANCED SPANISH GRAMMAR"	Mean	4.6	4.5333	4.6667	4.8667	4.4667	4.2667
	N	15	15	15	15	15	15
"Elliott,A:SPAN-3319-001-INTRO TO SPANISH LINGUISTICS"	Mean	4.2857	3.8571	4.1429	4.7143	4.1429	4
	N	14	14	14	14	14	14
"Elliott,Doreen:SOCW-6305-001-INTEGRATIVE SEMINAR"	Mean	4.7143	4.8571	4.8571	4.8571	4.8571	5
	N	7	7	7	7	7	7
"Elliott,Doreen:SOCW-6396-001-SOCW EDUC: PRINCIPLES & SKILLS"	Mean	4.625	4.875	5	5	4.625	5
	N	8	8	8	8	8	8
"Elliston,Ellen:SOCW-5310-002-MICRO-MACRO PRACT FIELD SEM"	Mean	4.0909	3.7273	3.9091	3.9091	3.4545	3.7273
	N	11	11	11	11	11	11
"Elmasri,Ramez:CSE-4331-001-DATABASE IMPLEMENTATION/THEORY"	Mean	4	3.6667	4.3333	4	3.6667	3.6667
	N	3	3	3	3	3	3
"Elmasri,Ramez:CSE-5331-001-DBMS MODELS AND IMPLEMENTATION"	Mean	4.6429	4.5714	4.3571	4.5714	4.5714	4.5714
	N	14	14	14	14	14	14
"Emmons,Laura:SPAN-1441-007-BEGINNING SPANISH I"	Mean	4.5	4.5294	4.4706	4.6111	4.5294	4.8235
	N	18	17	17	18	17	17
"Emmons,Laura:SPAN-1441-010-BEGINNING SPANISH I"	Mean	4.7727	4.6087	4.5909	4.8696	4.6522	4.9565
	N	22	23	22	23	23	23
"Emmons,Laura:SPAN-1441-015-BEGINNING SPANISH I"	Mean	4.5263	4.4211	4.55	4.5	4.3	4.55
	N	19	19	20	20	20	20
"Emmons,Laura:SPAN-1442-013-BEGINNING SPANISH II"	Mean	4.7083	4.625	4.5417	4.875	4.875	4.875
	N	24	24	24	24	24	24
"Emmons,Laura:SPAN-1442-014-BEGINNING SPANISH II"	Mean	4.5652	4.0833	4.2917	4.5417	4.5833	4.4583
	N	23	24	24	24	24	24
"England,Nancy:ENGL-1301-005-EXPOS WRITING"	Mean	4.8182	4.8182	4.9091	5	4.9091	4.9091
	N	11	11	11	11	11	11
"England,Nancy:ENGL-1301-010-EXPOS WRITING"	Mean	4.75	4.75	4.75	4.7143	4.625	4.8571
	N	8	8	8	7	8	7
"England,Nancy:ENGL-1302-057-CRITICAL THINK, READ, WRITE"	Mean	4.5294	4.4706	4.4706	4.4706	4.6471	4.5882
	N	17	17	17	17	17	17
"England,Nancy:ENGL-2319-004-BRITISH LIT"	Mean	4.5238	4.25	4.3	4.4	4.5	4.4211
	N	21	20	20	20	20	19
"Epperson,James:MATH-5346-001-CONCEPTS/TECH PROBLEM SOLVING"	Mean	4.5625	4.5	4.9375	4.9375	4.5625	4.8125
	N	16	16	16	16	16	16
"Esimai,Grace:BSTAT-3321-001-BUSINESS STATISTICS I"	Mean	4.1282	3.5897	4.5641	4.4324	3.8974	3.9474
	N	39	39	39	37	39	38
"Esimai,Grace:BSTAT-3321-002-BUSINESS STATISTICS I (2102-21066)"	Mean	4.2766	4.1277	4.4468	4.5319	4.413	4.2955
	N	47	47	47	47	46	44
"Esimai,Grace:BSTAT-3321-007-BUSINESS STATISTICS I"	Mean	4	3.878	4.5	4.425	4.175	4.0488
	N	41	41	40	40	40	41
"Esimai,Grace:BSTAT-3322-001-BUSINESS STATISTICS II"	Mean	3.9412	4.0294	4.3235	4.3235	4.1176	4.2727
	N	34	34	34	34	34	33
"Espinosa,Sergio:MUSI-1300-001-MUSIC APPRECIATION"	Mean	4.5484	4.6333	4.3871	4.4688	4.4194	4.6774
	N	31	30	31	32	31	31
"Espinosa,Sergio:MUSI-1300-001-MUSIC APPRECIATION (2102-24120)"	Mean	4.3889	4.25	4.0245	4.4756	4.2716	4.4321
	N	162	160	163	164	162	162
"Espinosa,Sergio:MUSI-1300-002-MUSIC APPRECIATION"	Mean	4.4733	4.3664	4.1439	4.5267	4.3588	4.5
	N	131	131	132	131	131	130
"Espinoza,Sandra:ARCH-2552-002-BASIC DESIGN AND DRAWING II"	Mean	4.5	4.4167	4.8333	4.4545	4.0833	4.5833
	N	12	12	12	11	12	12
"Evans,Clifton:MUSI-0128-001-ORCHESTRA (2102-24048)"	Mean	4.975	4.7179	4.881	5	4.8636	4.9545
	N	40	39	42	43	44	44
"Evans,Clifton:MUSI-4191-040-CONFERENCE COURSE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Evans,Clifton:MUSI-5111-001-ORCHESTRA (2102-24471)"	Mean	5	5	5	5	5	5
	N	3	3	3	3	3	3
"Evans,Clifton:MUSI-5353-040-PROJECT IN MUSIC EDUCATION"	Mean	4	4	4	5	4	5
	N	1	1	1	1	1	1
"Eve,Raymond:SOCI-1311-500-INTRO TO SOCIO"	Mean	3.8	4	4.1	4.1	3.8889	4
	N	10	10	10	10	9	10
"Eve,Raymond:SOCI-5319-007-SOCIAL INSTITUTIONS & CHANGE"	Mean	4.3333	4.5	4.5	4.1667	4.3333	4.5
	N	6	6	6	6	6	6
"Ewen,Joseph:MANA-3318-003-MANA ORG BEHAV"	Mean	4.4516	4.1875	4.25	4.4063	4.0667	4.2581
	N	31	32	32	32	30	31
"Ewen,Joseph:MANA-3318-006-MANA ORG BEHAV"	Mean	4.3667	4.1	4.0357	4.6429	4.0385	4.0714
	N	30	30	28	28	26	28
"Ewen,Joseph:MANA-3318-012-MANA ORG BEHAV"	Mean	4.25	4.0833	4.1667	4.3636	4.087	4.4348
	N	24	24	24	22	23	23
"Ewen,Joseph:MANA-3318-013-MANA ORG BEHAV"	Mean	4.1071	3.7857	4.0714	4.3704	4.25	3.9259
	N	28	28	28	27	28	27
"Ewing,Beverly:NURS-5418-006-ADVANCED HEALTH ASSESSMENT"	Mean	4	4	5	4	4	4
	N	1	1	1	1	1	1
"Fabian,Deborah:MUSI-1247-007-PRIVATE LESSONS IN WOODWINDS"	Mean	4	4	4	4	4	5
	N	1	1	1	1	1	1
"Fabian,Deborah:MUSI-3247-007-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Fabian,Deborah:MUSI-4247-007-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Fahimi,Babak:EE-5315-001-DSP MICROPROCESSORS"	Mean	4.1667	4	4.25	4.1667	3.8333	4
	N	6	6	4	6	6	6
"Fairbanks,Robert:HIST-3362-001-CITIES &SUBURBS"	Mean	4.4	4.2333	4.5667	4.6333	4.4	4.3333
	N	30	30	30	30	30	30
"Fairchild,Michael:CE-3310-001-CONSTRUCTION & VALUE ENGR"	Mean	3.9524	3.381	3.9048	4.2381	3.9524	3.7619
	N	21	21	21	21	21	21
"Fan,Xiaohong:ACCT-2302-004-PRINCIPLES OF ACCOUNTING II"	Mean	4.4375	3.9687	4.2258	4.3871	4.4667	4.2581
	N	32	32	31	31	30	31
"Farbin,Amir:PHYS-5326-001-INTRO TO ELMENTRY PARTICLES II"	Mean	4.25	4	4.5	4.25	4.5	4.25
	N	4	4	4	4	4	4
"Faris,Wendy:ENGL-6332-001-PERIODS/MVMNT COMPARATIVE LIT"	Mean	4.75	4.75	4.875	5	4.75	4.875
	N	8	8	8	8	8	8
"Farr,Olivia:ANTH-1306-002-INTRO TO ANTHROPOLOGY"	Mean	4.5538	4.5692	4.6615	4.5846	4.6462	4.7231
	N	65	65	65	65	65	65
"Fazleev,Nail:PHYS-5309-014-ELECTROMAG TH I"	Mean	3.9091	3.4545	4.1818	4.2727	4	3.6364
	N	11	11	11	11	11	11
"Fegaras,Leonidas:CSE-3330-001-DATABASE SYS & FILE STRUCTURES"	Mean	3.3125	2.875	2.625	3.375	3.6667	2.875
	N	16	16	16	16	15	16
"Fegaras,Leonidas:CSE-5330-001-DATABASE SYSTEMS"	Mean	4	3	4	3.5	4.5	3.5
	N	2	2	2	2	2	2
"Fegaras,Leonidas:CSE-5335-001-WEB DATA MANAGEMENT & XML (2102-23817)"	Mean	3.1667	3.3333	3.8333	3.1667	4.1667	2.8333
	N	6	6	6	6	6	6
"Feigel,Gregory:FINA-4315-002-ADVBUSINESS FINANCIAL ANALYSIS"	Mean	4.381	3.9048	4.8095	4.7895	4.7143	4.2857
	N	21	21	21	19	21	21
"Feigel,Gregory:FINA-4320-001-CAPITAL BUDGETING"	Mean	3.75	3.875	4.2	4.4667	4.375	4.2143
	N	16	16	15	15	16	14
"Ferreira,Susan:IE-3312-002-ECONOMICS FOR ENGINEERS"	Mean	4.7037	4.5185	4.4074	4.7308	4.4074	4.4815
	N	27	27	27	26	27	27
"Ferreira,Susan:IE-5351-001-INTRO TO SYSTEMS ENGINEERING"	Mean	4.4375	3.8125	4.25	4.5	4.125	4.25
	N	16	16	16	16	16	16
"Feschotte,Cedric:BIOL-5308-001-GENOME STRUC & DYNAMICS"	Mean	4.8333	4.5	5	4.8333	4.6667	4.8333
	N	6	6	6	6	6	6
"Fields,Darell:ARCH-5670-001-ADVANCED DESIGN STUDIO"	Mean	3.8889	3.3333	3.6667	3.25	3.625	2.6667
	N	9	9	9	8	8	9
"Figa,Jan:MATH-1316-011-MATH ECON & BUS ANLYS"	Mean	4.5625	4.4667	4.875	4.875	4.625	4.625
	N	16	15	16	16	16	16
"Finch,Jan:SOCW-6304-001-SOCIAL POLICY AND CHILD WELFAR"	Mean	4.8333	4.7692	4.7692	4.8571	4.8571	4.8462
	N	12	13	13	14	14	13
"Fisher,Matthew:BCMN-2347-002-BROADCAST WRITING/REPORTING"	Mean	4.6875	4.625	4.6875	4.3125	4.625	4.625
	N	16	16	16	16	16	16
"Fisher,Matthew:BCMN-2358-002-TELEVISION PRODUCTION I"	Mean	4.7	4.6	4.7	4.7	4.7	4.7
	N	10	10	10	10	10	10
"Fitzgerald,Colleen:LING-6390-001-LINGUISTICS SEMINAR"	Mean	3.2857	3.2857	4.4286	4.2857	4.2857	3.2857
	N	7	7	7	7	7	7
"Florentin,Bryan:ART-2359-003-INTRO PHOTOGRAPHY"	Mean	4.75	4.5	4.4167	4.75	4.5833	4.4167
	N	12	12	12	12	12	12
"Florentin,Bryan:ART-3360-001-INTERMEDIATE PHOTOGRAPHY"	Mean	4.5556	4.5	4.6667	4.6667	4.6667	4.6667
	N	9	8	9	9	9	9
"Florentin,Bryan:ART-4320-001-INTERMEDIA: FORMS & METHODS"	Mean	4	4.4545	4.8182	4.8182	4.7273	4.6364
	N	11	11	11	11	11	11
"Focarile,Deborah:ECED-4319-002-OBSRV & ASESMNT OF EC-6 CHLDRN"	Mean	4.7692	4.7692	4.8125	4.7857	4.6923	4.6667
	N	13	13	16	14	13	15
"Fondon,John:BIOL-3319-001-HUMAN GENETICS"	Mean	4.3684	4.3158	4.7895	4.6316	4.3158	4.3158
	N	19	19	19	19	19	19
"Fondon,John:BIOL-5319-001-HUMAN GENETICS"	Mean	4	3.8333	4.6667	4.5	4.3333	3.6667
	N	6	6	6	6	6	6
"Forbes,Cathy:MUSI-0126-002-STRING QUARTET"	Mean	5	5	4.75	5	5	5
	N	4	4	4	4	4	4
"Forbes,Cathy:MUSI-1245-002-PRIVATE LESSONS IN STRINGS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Forbes,Cathy:MUSI-3239-009-INSTRUCTION SECOND INSTRUMENT"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Forbes,Cathy:MUSI-4291-009-CONFERENCE COURSE"	Mean	5	5	5	5	5	5
	N	5	5	5	5	5	5
"Forbes,Cathy:MUSI-4455-002-PRIVATE LESSONS IN STRINGS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Forbes,Cathy:MUSI-5326-001-PRIVATE LESSONS IN VIOLA"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Forgey,Fred:REAE-5392-003-TOPICS IN REAL ESTATE"	Mean	4.5	4.625	4.4286	4.625	4.125	4.625
	N	8	8	7	8	8	8
"Formanowicz,Daniel:BIOL-3457-001-GENERAL ECOLOGY"	Mean	4.5	4.3333	3.9643	4.7667	4.3333	4.5
	N	30	30	28	30	30	30
"Foss,Frank:CHEM-2322-002-ORGANIC CHEMISTRY"	Mean	4.5556	4.3243	4.4865	4.5946	4.7297	4.6286
	N	36	37	37	37	37	35
"Foster,Chelsea:EXSA-0154-004-FITNESS WALK"	Mean	4.8571	4.8333	4.8571	5	5	5
	N	7	6	7	7	5	6
"Foster,Chelsea:EXSA-0154-006-FITNESS WALK"	Mean	5	4.8333	4.8333	4.8333	4.8	4.8
	N	6	6	6	6	5	5
"Foster,Chelsea:EXSA-0156-004-JOGGING FOR FITNESS"	Mean	4.7143	4.7143	4.5	4.7143	4.8333	5
	N	7	7	6	7	6	7
"Foster,Chelsea:EXSA-0156-006-JOGGING FOR FITNESS"	Mean	4.8182	4.5455	4.6364	4.8182	4.8182	4.8182
	N	11	11	11	11	11	11
"Fowler,Barbi:ENGL-1302-014-CRITICAL THINK, READ, WRITE"	Mean	4.4286	4.381	4.4762	4.4762	4.7143	4.4762
	N	21	21	21	21	21	21
"Fowler,Barbi:ENGL-2319-001-BRITISH LIT"	Mean	4.5	4.3333	4.6667	4.6667	4.5833	4.5833
	N	12	12	12	12	12	12
"Fowler,Shannon:CRCJ-3340-001-CRIMINAL JUSTICE STATISTICS"	Mean	4.3448	4.0357	4.2857	4.5484	4.2258	4.1333
	N	29	28	28	31	31	30
"Fowler,Shannon:CRCJ-4301-003-JUDICIAL SYS"	Mean	3.6	3.4	2.8	3.4	3	3
	N	5	5	5	5	5	5
"Fox,Jill:ECED-4314-006-CREATV ARTS & SOC ST FOR EC-6"	Mean	4.8276	4.9	4.8621	4.9	4.8333	4.8621
	N	29	30	29	30	30	29
"Fox,Jill:ECED-5320-001-EC-6 INSTRUCTIONAL STRATEGY II"	Mean	4.8	4.9333	4.8667	5	4.9333	5
	N	15	15	15	15	15	14
"Foxsmith,Timothy:SPAN-2313-132-INTERMEDIATE SPANISH I"	Mean	4.8125	4.8235	4.7778	4.8333	4.8889	4.9444
	N	16	17	18	18	18	18
"Foxsmith,Timothy:SPAN-2314-001-INTERMEDIATE SPANISH II"	Mean	4.8667	4.6875	4.8125	4.875	4.8125	4.875
	N	15	16	16	16	16	16
"Foxsmith,Timothy:SPAN-2314-002-INTERMEDIATE SPANISH II"	Mean	4.6923	4.5652	4.6667	4.7778	4.7407	4.7407
	N	26	23	27	27	27	27
"Foxsmith,Timothy:SPAN-2314-132-INTERMEDIATE SPANISH II"	Mean	4.8421	4.8421	4.8947	4.8947	4.8947	4.9474
	N	19	19	19	19	19	19
"Frank,Luanne:ENGL-2350-005-INTRO TO TEXTS"	Mean	4.6364	4.8182	4.7778	4.9091	4.7	4.9091
	N	11	11	9	11	10	11
"Frank,Luanne:ENGL-3300-001-SPEC TOP LIT"	Mean	3.7778	4.2222	4.8889	4.8889	4.4444	4.1111
	N	9	9	9	9	9	9
"Franks,Valerie:NURS-1335-008-INTRO TO PROFESSIONAL NURSING"	Mean	4.2778	4.2778	4.2222	4.3684	4.2222	4.5
	N	18	18	18	19	18	18
"Franks,Valerie:NURS-1335-009-INTRO TO PROFESSIONAL NURSING"	Mean	4.8148	4.7407	4.8148	4.8462	4.7407	4.963
	N	27	27	27	26	27	27
"Fratena,Roger:MUSI-2245-004-PRIVATE LESSONS IN STRINGS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Frazier,Gregory:OPMA 5321 001"	Mean	4.2308	4.3846	4.1538	4.5385	4.2308	4.3846
	N	13	13	13	13	13	13
"Frazier,Sylvester:ENGL-1302-021-CRITICAL THINK, READ, WRITE"	Mean	3.7143	3.6667	3.7619	3.6667	4.1429	3.9524
	N	21	21	21	21	21	21
"Frazier,Sylvester:ENGL-2329-004-AMERICAN LIT"	Mean	4.2963	4.0741	4.4615	4.0741	4.4231	4.2593
	N	27	27	26	27	26	27
"Frederick,Lee:BIOL-1441-001-CELL MOL BIOL"	Mean	4.6923	4.4333	4.5824	4.7033	4.6264	4.6889
	N	91	90	91	91	91	90
"Frederick,Lee:BIOL-1441-002-CELL MOL BIOL"	Mean	4.6442	4.5673	4.625	4.8	4.6762	4.7212
	N	104	104	104	105	105	104
"Frederick,Lee:BIOL-1442-002-STRUC & FUNC OF ORGANISMS"	Mean	4.6951	4.5556	4.5488	4.7805	4.6667	4.6173
	N	82	81	82	82	81	81
"Freeman,Deborah:ECED-4305-006-EC-6 LANG & LITERACY DEVEL"	Mean	4.5	4.5	4.5833	4.5	4.5833	4.5
	N	12	12	12	12	12	12
"Freeman,Reginald:EXSA-0108-001-BASKETBALL"	Mean	4.7727	4.7143	4.7273	4.7273	4.6667	4.7273
	N	22	21	22	22	21	22
"Freeman,Reginald:EXSA-0154-003-FITNESS WALK"	Mean	4.9091	4.6364	4.5455	4.9091	4.8182	4.8182
	N	11	11	11	11	11	11
"Freeman,Reginald:EXSA-0156-003-JOGGING FOR FITNESS"	Mean	4.5455	4.2727	4	4.0909	4.5455	4.2727
	N	11	11	11	11	11	11
"Freeman,Reginald:EXSA-0184-002-WEIGHT TRAINING"	Mean	4.5882	4.5556	4.5	4.6111	4.6111	4.7059
	N	17	18	18	18	18	17
"Freeman,Reginald:EXSA-0184-003-WEIGHT TRAINING"	Mean	4.7143	4.5714	4.5	4.7333	4.6667	4.7857
	N	14	14	14	15	15	14
"Freeman,Reginald:EXSA-0184-004-WEIGHT TRAINING"	Mean	4.4706	4.4706	4.7059	4.4118	4.5882	4.4706
	N	17	17	17	17	17	17
"Freeman,Reginald:EXSA-0184-005-WEIGHT TRAINING"	Mean	4.6667	4.6429	4.6	4.7333	4.5333	4.7333
	N	15	14	15	15	15	15
"Freeman,Reginald:EXSA-0184-006-WEIGHT TRAINING"	Mean	4.4706	4.375	4.6471	4.5882	4.3125	4.625
	N	17	16	17	17	16	16
"Freeman,Reginald:EXSA-0184-008-WEIGHT TRAINING"	Mean	4.8636	4.8095	4.8182	4.9091	4.6364	4.8636
	N	22	21	22	22	22	22
"Freling,Traci:MARK-3323-002-INTEGRATED MARKETING COMM"	Mean	4.4583	4.4583	4.3617	4.6383	4.587	4.6444
	N	48	48	47	47	46	45
"Freling,Traci:MARK-5326-001-INTEGRATED MARKETING COMM"	Mean	4.3684	4.3889	4.5263	4.5263	4.5789	4.2632
	N	19	18	19	19	19	19
"Frisinger,Cathy:JOUR-1345-005-WRITING FOR MASS MEDIA"	Mean	4	4.0833	4.3333	3.8333	4.3333	3.8333
	N	12	12	12	12	12	12
"Frisinger,Cathy:JOUR-2346-002-REPORTING"	Mean	3.4615	3.3846	4.0769	3.4615	4.3846	3.3077
	N	13	13	13	13	13	13
"Frisinger,Cathy:JOUR-3345-002-NEWS EDITING"	Mean	4.625	4.875	4.875	4.75	4.8571	4.875
	N	8	8	8	8	7	8
"Frisof,Sarah:MUSI-0171-016-ELECTIVE PERFORMANCE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Frisof,Sarah:MUSI-2247-003-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Frisof,Sarah:MUSI-3247-003-PRIVATE LESSONS IN WOODWINDS"	Mean	5	5	5	5	5	5
	N	2	2	2	2	2	2
"Frisof,Sarah:MUSI-4246-003-PRIVATE LESSONS IN WOODWINDS"	Mean	2	3	5	5	5	4
	N	1	1	1	1	1	1
"Frost,Heather:CE-4383-001-SENIOR PROJECT"	Mean	4	3.5882	4.1667	3.9444	4.0556	4
	N	17	17	18	18	18	17
"Frost,Roger:ANTH-2339-002-ARCHEOLOGY"	Mean	4.75	4.5	4.75	4.8333	4.75	4.5833
	N	12	12	12	12	12	12
"Frost,Roger:ANTH-4358-001-TOPICS ARCHAEO"	Mean	4.4737	4.5128	4.6667	4.6667	4.8718	4.6154
	N	38	39	39	39	39	39
"Frost,Roger:ANTH-5315-001-ARCHAEOLOGICAL METHODS"	Mean	4.375	4	4.75	4.875	4.875	4.625
	N	8	8	8	8	8	8
"Frye,Bernard:BIOL-1301-001-NUTRITION"	Mean	4.34	4.1064	4.1522	4.4	3.8542	4.1739
	N	50	47	46	45	48	46
"Frye,Bernard:BIOL-3311-001-SPEC TOPICS MICROBIOLOGY"	Mean	4.5	4.3333	4.6087	4.6667	4.3333	4.625
	N	24	24	23	24	24	24
"Frye,Bernard:BIOL-3444-008-GENERAL MICROBIOLOGY"	Mean	4.35	4.075	4.375	4.575	4.25	4.475
	N	40	40	40	40	40	40
"Fuchs,Chadwick:PSYC-4350-001-SPORTS PSYCHOLOGY"	Mean	4.3	4.5	4.5	4.1	4.6	4.6
	N	10	10	10	10	10	10
"Fuchs,Perry:PSYC-3303-001-DRUGS AND BEHAVIOR"	Mean	4.114	3.8333	4.0708	4.3982	4.1351	4.0811
	N	114	114	113	113	111	111
"Fukuchi,Curtis:ENGL-2329-006-AMERICAN LIT"	Mean	4.2727	4.0909	4.4091	4.6818	4.1364	4.1818
	N	22	22	22	22	22	22
"Fukuchi,Curtis:ENGL-2329-009-AMERICAN LIT"	Mean	4.1538	3.9231	4.2308	4.3846	4.2	3.9231
	N	26	26	26	26	25	26
"Gainer,Cheryl:NURS-4441-001-NURSING: CHILDBEARING FAMILY"	Mean	4.2128	4	4.1277	4.1915	4.1064	3.9574
	N	47	47	47	47	47	47
"Gainer,Cheryl:NURS-4441-002-NURSING: CHILDBEARING FAMILY"	Mean	3.9545	3.9535	4.0952	4.2326	4.3636	4.1163
	N	44	43	42	43	44	43
"Gainer,Cheryl:NURS-4441-020-NURSING: CHILDBEARING FAMILY"	Mean	4.0625	3.7333	3.8125	4.1875	4.0625	4.0625
	N	16	15	16	16	16	16
"Gaines,Richard:ENGL-0300-002-RDG COMPREHENSION & WRITING"	Mean	4.5	4.5	4.5	4.5	4.5	4.5
	N	2	2	2	2	2	2
"Gaines,Richard:ENGL-0300-003-RDG COMPREHENSION & WRITING"	Mean	4.4	4.6	4.6	4.8	3.8	4.4
	N	5	5	5	5	5	5
"Gale,Nathan:ENGL-1302-032-CRITICAL THINK, READ, WRITE"	Mean	3.8571	3.9286	3.9286	4.5	4.4286	3.7857
	N	14	14	14	14	14	14
"Gale,Nathan:ENGL-1302-035-CRITICAL THINK, READ, WRITE"	Mean	4.5625	4.5	4.6875	4.8125	4.75	4.8125
	N	16	16	16	16	16	16
"Galloway,Diane:EDML-4300-001-ADOLES GROWTH/DEVELOPMT"	Mean	2.8571	3.6207	4.3103	3.2857	4.1786	3.3103
	N	28	29	29	28	28	29
"Galloway,Jerry:EDUC-5397-001-IMPLMNT/DISEMINAT CLSRM RSRCH"	Mean	4.1	4.3	4.7	4.4	5	4.3
	N	10	10	10	10	10	10
"Gann,Michael:CRCJ-4315-001-CRIM CAREERS"	Mean	3.7778	4.4	4.3	3.8	3.8	3.9
	N	9	10	10	10	10	10
"Garcia,Emmanuel:SPAN-1442-001-BEGINNING SPANISH II"	Mean	4.2778	4.0556	4.2778	4.2222	4.1111	4.125
	N	18	18	18	18	18	16
"Garcia,Emmanuel:SPAN-1442-003-BEGINNING SPANISH II"	Mean	4.2381	3.7619	4	4.2381	4.2381	3.8095
	N	21	21	21	21	21	21
"Garcia,Emmanuel:SPAN-1442-008-BEGINNING SPANISH II"	Mean	3.8	3.55	3.9	4	4.25	3.8
	N	20	20	20	20	20	20
"Garcia,Emmanuel:SPAN-1442-016-BEGINNING SPANISH II"	Mean	3.95	3.7895	4.15	4.05	4.3684	3.8421
	N	20	19	20	20	19	19
"Garcia,Emmanuel:SPAN-2314-004-INTERMEDIATE SPANISH II"	Mean	3.6111	3.0556	4.0556	3.3333	3.6111	3.3333
	N	18	18	18	18	18	18
"Gardner,Kent:EDAD-5356-001-FOUNDATIONS HIGHER ED ADMN"	Mean	4.6364	4.7273	4.9091	4.9091	4.9091	5
	N	11	11	11	11	11	11
"Gardner,Kent:EDAD-5389-006-ADMINISTRATIVE INTERNSHIP"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Gardner,Kent:EDAD-5399-006-CAPSTONE INTERN EDUC LDRSHP"	Mean	4.8182	4.8333	4.8182	4.9167	5	4.9091
	N	11	12	11	12	11	11
"Garner,Rebecca:EXSA-0170-001-SWIMMING: BEGINNING"	Mean	4.7826	4.6522	4.6522	4.7826	4.6522	4.8261
	N	23	23	23	23	23	23
"Garner,Rebecca:EXSA-0170-003-SWIMMING: BEGINNING"	Mean	4.7917	4.84	4.7083	4.7692	4.56	4.8696
	N	24	25	24	26	25	23
"Garner,Rebecca:EXSA-0172-001-SWIMMING FOR FITNESS"	Mean	4.7826	4.8095	4.8182	4.8261	4.8182	4.8636
	N	23	21	22	23	22	22
"Garner,Rebecca:EXSA-0172-003-SWIMMING FOR FITNESS"	Mean	4.8889	4.6667	4.7778	4.7778	4.5556	4.875
	N	9	9	9	9	9	8
"Garner,Rebecca:EXSA-0172-005-SWIMMING FOR FITNESS"	Mean	4.8	4.7143	4.5333	4.6667	4.4	4.7333
	N	15	14	15	15	15	15
"Garner,Rebecca:EXSA-0176-001-ZUMBA INTERVAL TRAINING"	Mean	4.7391	4.5652	4.8182	4.7273	4.6522	4.8095
	N	23	23	22	22	23	21
"Garretson,Stephen:ECED-4314-002-CREATV ARTS & SOC ST FOR EC-6"	Mean	4.75	4.7143	4.75	4.875	4.875	4.875
	N	8	7	8	8	8	8
"Garretson,Stephen:ECED-4319-004-OBSRV & ASESMNT OF EC-6 CHLDRN"	Mean	4.4286	4.4286	4.5	4.5714	4.4286	4.6429
	N	14	14	14	14	14	14
"Garretson,Stephen:ECED-4687-013-RESIDENCY IN EC-6 EDUCATION"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
"Garrett,Charles:MATH-1302-003-COLLEGE ALGEBRA"	Mean	4.3889	4.3529	4.1944	4.4595	4.1622	4.4286
	N	36	34	36	37	37	35
"Garrigus,John:HIST-2302-001-HIST OF CIVILIZATION"	Mean	4	4.3333	3.6667	4.6667	3.3333	3.6667
	N	3	3	3	3	3	3
"Garrigus,John:HIST-2302-003-HIST OF CIVILIZATION"	Mean	4.125	3.375	4.2857	3.5	3.5714	2.875
	N	8	8	7	8	7	8
"Garrigus,John:HIST-6321-001-TRANSATLANTIC HISTORY TO 1800"	Mean	4.6667	4.5	5	4.6667	5	5
	N	6	6	6	6	6	6
"Gatchel,Robert:PSYC-5112-001-PROFESSIONAL DEVELOPMENT II"	Mean	4.1875	3.8125	4.0625	4.1875	3.625	3.75
	N	16	16	16	16	16	16
"Gatchel,Robert:PSYC-6391-006-RESEARCH IN PSYCHOLOGY"	Mean	4	4	4	5	4	3
	N	1	1	1	1	1	1
"Gattis,David:CIRP-5305-001-LAND USE, MGMT & DEVELOPMENT"	Mean	4.5	4.25	4.0625	4.625	4.375	4.6875
	N	16	16	16	16	16	16
"Gatzke,Donald:ARCH-5670-002-ADVANCED DESIGN STUDIO"	Mean	4.4	4.4	4.5556	4.7	4.6	4.6
	N	10	10	9	10	10	10
"Gaupp,Andrew:THEA-3340-001-PERFORM FUNDS II: MOVEMENT"	Mean	4.6875	4.8	4.8667	4.8125	4.6875	4.8125
	N	16	15	15	16	16	16
"Gaupp,Andrew:THEA-4302-001-STAGE MGMT / THEA ADMIN"	Mean	5	4.4545	4.7273	4.8182	4.8182	4.5455
	N	11	11	11	11	11	11
"Gaupp,Andrew:THEA-4391-004-CONFERENCE COURSE"	Mean	5	5	5	5	5	5
	N	1	1	1	1	1	1
